Policy Name,Customer Age,Occupation,Income,Education,Marital Status,Tenure (Years),Premium (INR),Coverage (INR),Family Size,Gender,Region,Policy Type
Jeevan Tarun,45,Teacher,121837,Post Graduate,Divorced,11,14623,479852,6,Other,Central,Personal Accident
Jeevan Rakshak,47,Doctor,154921,Post Graduate,Divorced,12,45105,227070,9,Female,North,Health
Jeevan Nidhi,57,Unemployed,39553,Doctorate,Divorced,14,6435,118747,3,Female,West,Motor
Jeevan Lakshya,27,Teacher,198669,Diploma,Divorced,15,48811,188937,6,Male,Central,Agricultural
Jeevan Shanti,37,Engineer,54184,Post Graduate,Married,1,5734,355554,7,Male,Central,Health
Jeevan Shanti,24,Teacher,153813,Post Graduate,Divorced,23,45619,393643,2,Other,West,Health
Jeevan Amar,52,Student,174468,Diploma,Divorced,23,28690,440811,6,Other,Central,Health
Jeevan Anand,31,Unemployed,98500,Doctorate,Divorced,1,11837,421810,3,Other,North,Travel
Jeevan Umang,41,Farmer,123280,Doctorate,Widowed,10,35324,475259,7,Male,East,Commercial
Jeevan Umang,45,Engineer,107246,Post Graduate,Widowed,6,14419,404714,2,Male,Central,Home
Jeevan Arogya,21,Farmer,118436,High School,Widowed,16,28081,142836,2,Female,North,Personal Accident
Jeevan Amar,64,Doctor,122677,Post Graduate,Married,8,39676,314033,7,Male,Central,Travel
Jeevan Arogya,26,Business,82081,Post Graduate,Married,5,13522,247475,6,Female,West,Life
Jeevan Amar,26,Engineer,123401,Graduate,Married,29,37433,463776,9,Female,South,Agricultural
Jeevan Tarun,44,Retired,113231,High School,Married,9,27062,453104,1,Male,East,Travel
Jeevan Amar,34,Business,111686,Doctorate,Divorced,5,40077,274903,6,Male,West,Home
Jeevan Lakshya,49,Unemployed,187025,Doctorate,Married,25,38922,493615,10,Female,West,Personal Accident
Jeevan Lakshya,31,Unemployed,97477,Post Graduate,Divorced,2,44402,108926,5,Male,North,Personal Accident
Jeevan Tarun,62,Unemployed,186848,High School,Married,20,38079,289915,9,Female,East,Travel
Jeevan Nidhi,34,Farmer,154058,Doctorate,Married,15,19319,209026,8,Female,North,Home
Jeevan Amar,20,Doctor,31182,Doctorate,Married,12,34216,311025,1,Other,West,Motor
Jeevan Rakshak,34,Unemployed,36670,Diploma,Single,19,20748,316693,10,Female,West,Agricultural
Jeevan Anand,43,Farmer,43896,Post Graduate,Widowed,21,20276,277680,1,Male,South,Commercial
Jeevan Labh,18,Doctor,165217,Post Graduate,Single,19,31722,314557,9,Other,East,Agricultural
Jeevan Rakshak,56,Doctor,182255,High School,Married,25,48336,165931,10,Female,North,Commercial
Jeevan Nidhi,49,Engineer,157150,Diploma,Single,20,39598,476657,7,Other,West,Travel
Jeevan Umang,59,Retired,136508,Graduate,Widowed,8,29030,197322,4,Female,South,Motor
Jeevan Shanti,26,Farmer,50641,Diploma,Single,26,47780,412259,9,Other,East,Personal Accident
Jeevan Arogya,64,Engineer,37561,Post Graduate,Divorced,29,31994,388281,7,Male,South,Agricultural
Jeevan Labh,61,Retired,162989,Graduate,Married,8,46642,166354,9,Female,West,Motor
Jeevan Amar,25,Farmer,30964,Doctorate,Married,16,9566,182920,5,Male,East,Motor
Jeevan Tarun,52,Retired,48858,Diploma,Divorced,10,14017,224013,8,Other,West,Travel
Jeevan Tarun,29,Farmer,53881,Post Graduate,Divorced,24,8213,160314,7,Female,West,Home
Jeevan Anand,55,Retired,108491,Graduate,Married,29,9469,194114,4,Male,North,Personal Accident
Jeevan Rakshak,57,Business,185656,Graduate,Divorced,21,26733,269784,4,Male,North,Motor
Jeevan Arogya,30,Engineer,82344,Post Graduate,Single,28,10073,369249,10,Other,South,Motor
Jeevan Shanti,54,Teacher,143661,Graduate,Married,14,37825,409439,5,Other,North,Personal Accident
Jeevan Rakshak,41,Student,51084,Diploma,Divorced,3,25664,177413,9,Female,West,Home
Jeevan Umang,58,Business,177821,High School,Widowed,25,40028,234047,3,Female,East,Motor
Jeevan Amar,24,Farmer,115666,High School,Single,28,37810,435419,4,Female,East,Home
Jeevan Arogya,33,Farmer,42572,High School,Divorced,26,26137,102102,10,Female,Central,Personal Accident
Jeevan Lakshya,40,Student,53208,Graduate,Married,24,46102,497622,3,Other,North,Motor
Jeevan Anand,46,Doctor,33454,Doctorate,Widowed,15,12448,111222,2,Male,West,Personal Accident
Jeevan Rakshak,40,Unemployed,163669,Doctorate,Married,29,38844,286210,2,Other,South,Health
Jeevan Anand,31,Retired,76120,Graduate,Single,17,26907,238330,8,Other,East,Commercial
Jeevan Shanti,44,Business,157801,Graduate,Single,8,31062,360778,6,Male,Central,Health
Jeevan Labh,27,Teacher,184785,Doctorate,Widowed,17,12916,104925,1,Other,East,Home
Jeevan Rakshak,48,Engineer,128711,Diploma,Single,2,14798,239477,10,Other,South,Travel
Jeevan Shanti,37,Retired,95411,Doctorate,Widowed,18,29781,374306,9,Female,North,Commercial
Jeevan Labh,18,Farmer,100535,Doctorate,Divorced,10,9829,341069,7,Other,West,Life
Jeevan Lakshya,21,Retired,46993,Graduate,Single,21,42742,156791,8,Other,South,Motor
Jeevan Umang,65,Student,157442,Doctorate,Widowed,14,17517,416495,5,Female,West,Health
Jeevan Anand,36,Doctor,166061,High School,Widowed,16,20808,237712,3,Other,North,Motor
Jeevan Rakshak,60,Unemployed,90863,High School,Divorced,6,48282,384107,6,Other,West,Motor
Jeevan Labh,19,Teacher,159804,Graduate,Divorced,10,42579,233581,1,Male,West,Health
Jeevan Anand,30,Retired,70816,Graduate,Widowed,24,23335,478981,8,Male,West,Home
Jeevan Labh,46,Farmer,95166,Post Graduate,Married,10,11881,378553,5,Female,East,Commercial
Jeevan Labh,54,Student,120415,Graduate,Single,9,27758,125411,3,Female,East,Home
Jeevan Nidhi,26,Doctor,98315,Graduate,Married,20,16222,240601,2,Female,South,Health
Jeevan Amar,61,Engineer,99828,Post Graduate,Married,21,32063,449849,2,Female,Central,Home
Jeevan Lakshya,40,Retired,114532,Doctorate,Single,28,16432,495197,3,Male,East,Home
Jeevan Tarun,36,Student,36614,High School,Married,4,40000,224585,9,Female,South,Commercial
Jeevan Shanti,61,Unemployed,183005,Post Graduate,Single,10,20626,388115,10,Male,West,Home
Jeevan Nidhi,22,Doctor,38875,High School,Single,29,39586,424160,3,Male,East,Travel
Jeevan Lakshya,60,Student,83370,Doctorate,Single,19,6786,390065,2,Other,East,Travel
Jeevan Lakshya,52,Business,100525,High School,Widowed,8,21166,364253,7,Male,Central,Home
Jeevan Umang,58,Student,61032,Graduate,Married,2,17402,498066,6,Other,Central,Motor
Jeevan Labh,39,Business,188211,High School,Widowed,3,36263,375351,2,Male,West,Commercial
Jeevan Shanti,21,Business,130902,Doctorate,Widowed,6,6732,136476,2,Other,South,Commercial
Jeevan Lakshya,33,Engineer,160511,Post Graduate,Widowed,1,24087,334431,3,Female,West,Travel
Jeevan Shanti,18,Farmer,189164,Doctorate,Widowed,7,22203,314020,5,Female,West,Life
Jeevan Labh,21,Retired,113070,Diploma,Single,15,6763,376459,10,Female,South,Home
Jeevan Amar,34,Doctor,139515,Doctorate,Divorced,16,47713,472188,8,Male,Central,Motor
Jeevan Amar,27,Doctor,54375,Post Graduate,Widowed,12,44692,327290,10,Male,Central,Motor
Jeevan Arogya,60,Engineer,195920,Doctorate,Married,5,48697,498820,3,Other,East,Motor
Jeevan Arogya,28,Unemployed,57678,Graduate,Single,10,8373,404192,4,Other,East,Motor
Jeevan Tarun,37,Farmer,140116,Diploma,Widowed,13,42704,194559,9,Female,Central,Commercial
Jeevan Shanti,39,Retired,152945,Doctorate,Widowed,16,23984,490589,5,Other,East,Agricultural
Jeevan Lakshya,32,Doctor,161786,Graduate,Divorced,13,25372,165183,8,Other,North,Commercial
Jeevan Arogya,26,Engineer,95783,Post Graduate,Married,2,8581,385649,6,Other,North,Commercial
Jeevan Umang,40,Teacher,162704,Post Graduate,Divorced,17,28325,377471,3,Male,Central,Agricultural
Jeevan Umang,63,Teacher,45287,Graduate,Single,7,34606,170117,6,Other,East,Travel
Jeevan Nidhi,42,Business,172721,Post Graduate,Married,12,6437,131946,5,Other,West,Agricultural
Jeevan Anand,56,Unemployed,58034,Graduate,Married,20,29554,231294,10,Female,West,Health
Jeevan Arogya,58,Retired,142302,Doctorate,Widowed,7,16835,255916,5,Male,East,Agricultural
Jeevan Tarun,24,Student,48951,Diploma,Divorced,24,33435,272104,4,Male,North,Commercial
Jeevan Arogya,58,Student,94017,Graduate,Widowed,12,35145,320366,9,Female,West,Personal Accident
Jeevan Anand,50,Farmer,86730,High School,Widowed,26,44821,214433,4,Female,Central,Travel
Jeevan Arogya,56,Doctor,75240,Graduate,Widowed,5,30846,456879,5,Other,North,Commercial
Jeevan Tarun,20,Engineer,53106,Diploma,Divorced,22,35194,385990,5,Other,East,Health
Jeevan Tarun,26,Farmer,137131,Graduate,Single,2,39393,345192,6,Other,North,Health
Jeevan Shanti,31,Engineer,115664,Post Graduate,Single,17,19728,241712,4,Other,South,Life
Jeevan Shanti,27,Teacher,186351,Graduate,Widowed,20,39027,170517,5,Female,Central,Motor
Jeevan Umang,19,Teacher,56945,Diploma,Divorced,20,35051,203259,2,Male,South,Agricultural
Jeevan Lakshya,61,Student,38172,Doctorate,Widowed,28,46099,141832,10,Male,Central,Life
Jeevan Tarun,32,Student,94886,Doctorate,Single,27,37089,369221,1,Other,East,Personal Accident
Jeevan Nidhi,36,Engineer,110831,High School,Divorced,14,9032,432474,3,Female,North,Motor
Jeevan Lakshya,52,Student,131390,Post Graduate,Divorced,8,45885,340886,8,Other,North,Life
Jeevan Amar,33,Unemployed,95951,Graduate,Widowed,20,46804,452818,10,Other,West,Travel
Jeevan Nidhi,47,Business,125834,High School,Divorced,19,7609,352254,1,Other,Central,Travel
Jeevan Anand,44,Student,75197,Doctorate,Single,18,7447,154230,6,Male,South,Life
Jeevan Umang,53,Teacher,169982,Post Graduate,Widowed,23,49812,122445,6,Male,East,Home
Jeevan Nidhi,50,Engineer,120369,Doctorate,Single,16,17103,403327,8,Female,North,Personal Accident
Jeevan Lakshya,38,Unemployed,127433,High School,Widowed,3,24913,311730,6,Female,East,Home
Jeevan Anand,65,Business,166344,Post Graduate,Widowed,25,46699,345934,9,Male,Central,Health
Jeevan Arogya,21,Doctor,102696,Doctorate,Widowed,27,48088,385361,3,Male,West,Motor
Jeevan Shanti,40,Business,94134,High School,Single,4,34668,440358,10,Other,Central,Personal Accident
Jeevan Umang,52,Retired,89783,Diploma,Divorced,26,5022,225110,4,Female,North,Commercial
Jeevan Tarun,64,Teacher,79328,Diploma,Single,9,43219,427054,3,Other,Central,Commercial
Jeevan Arogya,32,Engineer,160603,Graduate,Divorced,16,9053,213560,10,Female,South,Travel
Jeevan Lakshya,65,Farmer,60183,Doctorate,Divorced,19,29769,476432,4,Other,North,Commercial
Jeevan Amar,51,Doctor,178279,Post Graduate,Single,11,35865,394121,2,Other,South,Motor
Jeevan Lakshya,46,Teacher,176265,Diploma,Divorced,19,27777,139728,1,Female,West,Commercial
Jeevan Lakshya,57,Business,54724,Diploma,Divorced,8,34942,265445,10,Other,Central,Travel
Jeevan Umang,58,Farmer,90546,Doctorate,Single,10,16429,393011,2,Female,East,Life
Jeevan Amar,33,Teacher,85364,High School,Single,10,14180,247145,9,Male,East,Commercial
Jeevan Amar,20,Unemployed,165252,Diploma,Widowed,17,26433,425534,7,Other,North,Health
Jeevan Amar,45,Business,166840,Post Graduate,Divorced,2,32890,179206,7,Male,East,Home
Jeevan Amar,36,Business,101859,Diploma,Single,20,29291,140611,1,Female,East,Life
Jeevan Labh,30,Teacher,63481,Doctorate,Divorced,29,18157,150463,3,Other,West,Health
Jeevan Rakshak,43,Unemployed,41004,Diploma,Single,26,42928,462156,8,Male,West,Agricultural
Jeevan Tarun,47,Farmer,163462,Doctorate,Single,6,42583,111152,3,Female,Central,Commercial
Jeevan Umang,21,Engineer,140051,Diploma,Widowed,12,9696,386753,6,Female,South,Health
Jeevan Umang,26,Doctor,121630,Diploma,Single,15,48945,117818,5,Female,Central,Personal Accident
Jeevan Amar,49,Business,39797,High School,Widowed,12,45246,391971,8,Female,North,Motor
Jeevan Nidhi,31,Unemployed,151369,Doctorate,Widowed,8,32926,445159,3,Female,Central,Commercial
Jeevan Labh,28,Doctor,100847,High School,Widowed,20,12539,206471,4,Female,Central,Personal Accident
Jeevan Lakshya,51,Unemployed,113207,Graduate,Single,16,17525,444665,4,Male,North,Health
Jeevan Shanti,19,Doctor,53439,Post Graduate,Single,3,37276,434623,8,Female,North,Travel
Jeevan Lakshya,45,Farmer,81097,Post Graduate,Single,14,38314,419692,8,Male,South,Life
Jeevan Amar,42,Teacher,110320,Diploma,Married,13,9303,344633,1,Female,East,Health
Jeevan Tarun,55,Engineer,142793,Post Graduate,Widowed,19,41053,411627,2,Male,East,Home
Jeevan Rakshak,27,Student,162204,Graduate,Married,9,9517,309340,7,Other,North,Agricultural
Jeevan Shanti,60,Retired,49806,High School,Divorced,4,32560,218689,9,Female,West,Home
Jeevan Nidhi,43,Retired,109290,Graduate,Widowed,12,25066,282870,3,Female,West,Travel
Jeevan Arogya,21,Doctor,115998,High School,Single,13,40409,126642,9,Female,North,Home
Jeevan Amar,29,Teacher,177413,High School,Divorced,27,12245,468515,4,Female,South,Commercial
Jeevan Nidhi,51,Student,140730,Diploma,Single,14,43858,135156,5,Other,South,Health
Jeevan Rakshak,50,Student,85488,Graduate,Divorced,22,16537,127995,6,Other,South,Agricultural
Jeevan Tarun,18,Farmer,172377,Doctorate,Single,4,21055,395635,2,Female,South,Motor
Jeevan Nidhi,62,Unemployed,96119,Post Graduate,Widowed,29,5831,222432,8,Other,North,Personal Accident
Jeevan Rakshak,34,Business,65333,Diploma,Widowed,23,15100,296276,1,Female,South,Agricultural
Jeevan Lakshya,47,Teacher,128430,Doctorate,Divorced,21,37423,286991,1,Male,Central,Commercial
Jeevan Tarun,25,Teacher,129846,High School,Widowed,13,22442,339543,10,Other,South,Personal Accident
Jeevan Tarun,35,Retired,43347,Post Graduate,Married,2,45970,404027,8,Male,North,Commercial
Jeevan Nidhi,63,Unemployed,113699,Diploma,Single,10,19962,263280,1,Other,North,Home
Jeevan Anand,57,Doctor,118767,High School,Married,17,41559,394866,9,Male,South,Agricultural
Jeevan Labh,23,Doctor,39767,High School,Divorced,27,27181,268404,4,Other,East,Agricultural
Jeevan Shanti,45,Engineer,94141,Diploma,Single,16,43166,420451,1,Female,North,Travel
Jeevan Shanti,33,Engineer,141850,Post Graduate,Single,2,27452,143320,5,Female,West,Commercial
Jeevan Shanti,30,Unemployed,101655,Diploma,Married,15,14242,377824,1,Other,West,Commercial
Jeevan Umang,65,Business,87293,Graduate,Married,14,37173,390580,6,Other,West,Personal Accident
Jeevan Labh,25,Doctor,47246,Post Graduate,Widowed,22,23715,427524,6,Male,North,Commercial
Jeevan Anand,60,Student,129211,Graduate,Single,23,25446,420745,2,Other,North,Travel
Jeevan Lakshya,44,Engineer,53175,Diploma,Single,18,20842,462361,8,Other,North,Motor
Jeevan Tarun,45,Student,102440,Post Graduate,Widowed,1,26966,158550,9,Female,East,Commercial
Jeevan Amar,37,Unemployed,66268,High School,Divorced,23,49933,239197,10,Other,South,Travel
Jeevan Umang,41,Farmer,160530,High School,Divorced,1,43743,155756,8,Other,West,Personal Accident
Jeevan Rakshak,58,Unemployed,168409,Post Graduate,Divorced,29,14037,423314,3,Female,Central,Motor
Jeevan Labh,40,Business,161130,Doctorate,Divorced,7,17167,110921,2,Other,South,Travel
Jeevan Amar,21,Student,100958,Post Graduate,Divorced,3,42070,307327,8,Other,North,Life
Jeevan Umang,64,Doctor,181158,Diploma,Single,14,26290,346918,4,Male,East,Personal Accident
Jeevan Arogya,59,Teacher,34739,Post Graduate,Married,23,42572,403056,9,Female,North,Travel
Jeevan Amar,39,Student,40944,Graduate,Widowed,23,42381,210478,5,Female,South,Home
Jeevan Labh,57,Doctor,89014,Post Graduate,Single,7,48210,489764,9,Other,North,Personal Accident
Jeevan Tarun,40,Farmer,35169,High School,Divorced,18,36047,143746,6,Female,West,Home
Jeevan Amar,39,Engineer,81980,High School,Single,18,27417,468683,7,Male,West,Commercial
Jeevan Amar,22,Doctor,125557,Diploma,Divorced,14,42110,455294,7,Female,West,Agricultural
Jeevan Amar,33,Business,41414,Doctorate,Single,25,26613,199325,5,Other,South,Life
Jeevan Nidhi,38,Engineer,109943,Graduate,Single,21,19541,299766,10,Other,Central,Commercial
Jeevan Umang,31,Student,106591,Doctorate,Single,8,45644,327261,7,Male,West,Commercial
Jeevan Anand,28,Student,43520,Diploma,Divorced,17,27312,424102,1,Other,Central,Agricultural
Jeevan Amar,26,Unemployed,64258,High School,Widowed,10,16983,370651,6,Female,Central,Health
Jeevan Amar,48,Business,194505,Diploma,Widowed,19,21356,402272,10,Male,East,Agricultural
Jeevan Anand,30,Student,104882,Diploma,Divorced,17,34416,121184,2,Male,North,Commercial
Jeevan Anand,41,Business,158290,High School,Widowed,25,20048,116631,8,Female,North,Commercial
Jeevan Rakshak,47,Student,143770,Doctorate,Married,5,37684,117777,2,Female,South,Life
Jeevan Anand,20,Farmer,168654,Post Graduate,Divorced,18,47443,191496,2,Female,Central,Health
Jeevan Nidhi,65,Business,147066,High School,Single,23,19727,197831,6,Other,West,Life
Jeevan Shanti,57,Retired,111018,Graduate,Single,25,34257,128460,1,Other,West,Commercial
Jeevan Nidhi,51,Student,97373,Diploma,Widowed,27,47859,441782,6,Male,Central,Travel
Jeevan Rakshak,50,Retired,127301,Doctorate,Married,15,10219,262522,4,Male,East,Health
Jeevan Anand,47,Teacher,198185,Diploma,Divorced,19,28730,454138,3,Female,West,Life
Jeevan Labh,59,Business,185732,Diploma,Divorced,12,6801,341297,9,Other,West,Home
Jeevan Rakshak,54,Unemployed,80991,Diploma,Divorced,13,34632,461396,10,Other,West,Commercial
Jeevan Nidhi,25,Unemployed,89745,Doctorate,Widowed,16,46636,449362,10,Female,North,Travel
Jeevan Arogya,29,Farmer,40549,Post Graduate,Married,7,28163,101810,10,Male,North,Agricultural
Jeevan Shanti,18,Doctor,43390,Post Graduate,Divorced,12,16556,149568,3,Other,East,Life
Jeevan Tarun,34,Business,199149,High School,Widowed,23,46954,132168,6,Male,Central,Life
Jeevan Amar,22,Retired,98532,Diploma,Widowed,4,5665,327308,1,Female,South,Home
Jeevan Umang,48,Business,130985,Doctorate,Divorced,10,16243,160748,1,Female,Central,Motor
Jeevan Lakshya,34,Farmer,128966,Doctorate,Single,7,25200,201988,8,Other,East,Agricultural
Jeevan Lakshya,49,Farmer,171801,Doctorate,Widowed,5,17727,156221,6,Other,Central,Travel
Jeevan Labh,36,Retired,194217,High School,Divorced,25,6578,487027,3,Female,South,Health
Jeevan Umang,62,Farmer,191919,Doctorate,Single,1,18379,191403,1,Female,West,Agricultural
Jeevan Umang,64,Student,135641,Doctorate,Married,23,27144,245793,10,Other,East,Motor
Jeevan Shanti,29,Business,60540,Post Graduate,Married,9,39322,242561,7,Male,South,Motor
Jeevan Arogya,46,Retired,139200,High School,Married,27,20059,469845,4,Male,Central,Commercial
Jeevan Umang,58,Unemployed,162657,Post Graduate,Widowed,29,41050,128313,1,Other,East,Health
Jeevan Lakshya,29,Student,195096,Graduate,Married,9,40974,427730,8,Female,East,Health
Jeevan Nidhi,40,Business,57481,High School,Divorced,5,30105,459647,6,Other,Central,Agricultural
Jeevan Lakshya,59,Teacher,198111,Diploma,Divorced,24,13586,361608,1,Female,South,Health
Jeevan Nidhi,53,Retired,180242,Diploma,Divorced,12,15840,219343,5,Male,Central,Health
Jeevan Nidhi,23,Teacher,158086,High School,Married,24,30459,485312,8,Male,East,Life
Jeevan Amar,38,Doctor,132705,Graduate,Widowed,11,23071,415281,7,Male,Central,Health
Jeevan Labh,35,Unemployed,192129,High School,Divorced,10,48807,334822,2,Other,South,Motor
Jeevan Umang,47,Doctor,59959,Doctorate,Widowed,30,41959,364763,8,Other,West,Travel
Jeevan Arogya,38,Unemployed,156710,High School,Divorced,19,15987,457362,9,Male,North,Motor
Jeevan Tarun,39,Unemployed,37141,Post Graduate,Single,5,20223,176080,2,Male,North,Home
Jeevan Shanti,53,Business,140092,Diploma,Widowed,16,43547,220488,10,Male,North,Life
Jeevan Umang,36,Engineer,119634,Diploma,Married,23,13252,154067,9,Male,South,Personal Accident
Jeevan Lakshya,58,Engineer,106097,High School,Divorced,7,33373,253178,6,Female,South,Commercial
Jeevan Rakshak,47,Business,113087,High School,Divorced,14,33707,336586,2,Other,North,Travel
Jeevan Arogya,40,Engineer,53438,Post Graduate,Widowed,11,48673,466369,4,Other,West,Home
Jeevan Labh,18,Unemployed,56607,High School,Single,26,20041,453549,10,Male,North,Home
Jeevan Rakshak,65,Teacher,93068,High School,Widowed,6,24689,464740,6,Male,West,Personal Accident
Jeevan Arogya,43,Farmer,82601,Diploma,Divorced,7,11673,170307,9,Female,East,Home
Jeevan Amar,51,Business,124761,Graduate,Widowed,12,9944,431121,10,Female,Central,Motor
Jeevan Lakshya,33,Business,128489,Post Graduate,Married,20,42471,349374,3,Female,South,Health
